time_tick,acc_X_value,acc_Y_value,acc_Z_value
11.469114,-4.219183,1.817414,-4.945250
11.502337,-5.084568,-0.045342,-4.092286
11.535521,-5.148017,-1.718949,-5.624480
11.569361,-8.097180,1.300098,-9.137947
11.603184,-14.236880,-0.645111,-4.555580
11.635477,-15.952387,1.496130,-4.739192
11.669117,-18.410572,0.083501,-2.330689
11.702755,-15.934879,0.030527,0.876309
11.735647,-10.310848,0.632541,0.830967
11.769057,-3.178715,0.508936,-0.248258
11.802402,-1.977980,-2.946919,-0.318291
11.835682,-1.957928,-3.666402,0.906537
11.869447,-0.960109,-2.179550,2.336375
11.902286,-1.280794,-1.800055,1.013681
11.935647,-2.607229,-0.316345,0.718735
11.969346,-9.811938,-2.954401,0.957416
12.002136,-14.970131,-9.195260,1.956582
12.035525,-18.532680,-10.869166,2.693573
12.069451,-18.630547,-18.045593,-2.846209
12.102247,-22.046596,-13.444671,-0.666061
12.135601,-20.395436,-10.598312,1.905853
12.169059,-5.631064,-0.906836,2.181645
12.202197,-4.058616,4.516224,-1.965410
12.235729,-4.257940,-3.350955,-4.241629
12.269002,-4.786180,-5.121530,-4.160972
12.302463,-6.205094,-5.087711,-5.170762
12.335554,-5.888300,-0.501304,-4.270660
12.369060,-4.948692,2.854140,-4.063105
12.402300,-3.155222,-0.063299,-6.062485
12.435547,-5.026507,-0.171042,-7.964447
12.469116,-8.988902,2.525374,-5.615651
12.502346,-13.518445,1.266877,-5.596347
12.535517,-15.210158,1.408888,-5.663836
12.569353,-16.415083,0.892770,-0.320086
12.602092,-12.696755,1.428492,0.305122
12.635273,-7.284319,0.427231,-1.327632
12.669449,-4.361194,-2.716768,0.116273
12.702755,-4.262879,-1.113344,0.237932
12.735473,-2.960835,0.008679,-0.144405
12.769053,-3.846123,-1.154645,0.510881
12.802209,-3.976612,0.611291,-0.023045
12.835724,-5.398968,2.267989,-0.416905
12.869114,-14.092774,-1.243832,-1.046453
12.902202,-18.503650,-10.259820,-1.492539
12.935643,-18.631295,-12.559533,-1.655500
12.969743,-22.857810,-13.857835,-2.876437
13.002188,-16.449800,-14.798640,1.269870
13.035726,-12.327885,-6.221854,3.419341
13.069116,-1.036726,2.120740,-0.411817
13.102321,-2.270383,-1.220338,-1.811877
13.135350,-5.504017,-3.527832,-3.353199
13.169127,-6.026121,-6.702957,-3.732394
13.202906,-6.642800,-3.250843,-3.806617
13.235482,-5.773524,0.501753,-4.922804
13.269112,-3.751249,0.808072,-4.721684
