time_tick,acc_X_value,acc_Y_value,acc_Z_value
0.004244,-7.283122,2.393689,-5.954442
0.033349,-6.906770,2.140493,-6.390801
0.066601,-7.097715,2.235965,-6.369103
0.100308,-7.268457,2.384261,-6.274080
0.133158,-7.085594,2.477638,-6.299968
0.166602,-6.993114,2.420026,-6.265700
0.199687,-6.970967,2.382465,-6.205094
0.232704,-6.917395,2.390696,-6.242804
0.266612,-6.780920,2.089165,-6.365362
0.299687,-7.188847,2.371541,-6.384516
0.333039,-7.256336,2.292829,-6.264054
0.366511,-6.853647,2.185236,-6.442428
0.399725,-7.189895,2.535550,-6.295479
0.433168,-6.839431,2.375282,-6.053805
0.467097,-6.320918,3.005728,-5.529756
0.499907,-6.263156,3.526336,-5.157893
0.533177,-7.457905,3.262216,-4.958269
0.566997,-5.677902,5.048354,-5.177347
0.599320,-6.717622,4.068792,-4.478065
0.633185,-8.699343,3.447624,-4.124908
0.667027,-7.506090,3.549830,-5.830837
0.699898,-6.893452,3.778784,-6.833894
0.733307,-8.081168,2.843515,-6.846614
0.766937,-7.551731,6.569325,-7.850119
0.799862,-8.471437,5.929602,-6.246994
0.833074,-9.050405,5.391336,-5.452091
0.867156,-9.492750,4.104107,-5.445058
0.900006,-10.060346,2.577749,-5.982126
0.933255,-10.944735,2.399674,-8.049893
0.966937,-10.954462,0.521955,-9.627429
0.999919,-7.936014,-0.699730,-12.443709
1.033298,-6.435395,-2.368848,-14.986143
1.067079,-6.222154,-4.821496,-17.559253
1.099878,-3.251592,-1.447945,-22.713704
1.133105,1.618688,-0.001796,-20.504226
1.166992,4.094680,-3.206699,-13.856189
1.199762,4.324083,0.613686,-9.319912
1.232881,1.364594,8.930990,-4.987001
1.266576,10.346164,17.316981,3.736285
1.299866,2.687887,15.349476,4.015070
1.333308,-3.447474,14.581957,6.638460
1.366956,-6.101841,7.890673,5.700199
1.400212,-9.486465,14.605301,3.186198
1.433211,-12.832032,11.062654,4.920859
1.467518,-22.378953,1.174996,2.470605
1.503995,-30.421663,2.360318,7.300780
1.533166,-22.093434,3.427572,0.517765
1.566932,-18.002944,10.245454,-1.089999
1.599783,-10.073514,12.364398,-4.076573
1.633318,-7.835604,11.032426,0.344478
1.667037,-7.110434,13.409804,5.282995
1.699938,-7.179869,8.818160,8.506004
1.733226,-13.714626,0.120912,7.479304
1.766982,-18.962904,8.016373,6.160501
1.799903,-15.711462,7.355849,0.469131
1.833298,-11.071932,2.575355,-12.807042
1.867031,-9.683545,11.374061,-17.310846
1.900194,-8.579778,32.078510,-15.781345
1.933107,4.153490,27.756372,-13.647437
1.966931,0.561161,18.837952,-10.403028
1.999786,-4.275748,12.417521,-3.856748
2.033298,-6.548076,12.807341,3.815297
2.067026,-4.428084,7.393708,9.430947
2.099899,0.477211,5.045062,5.098634
2.133225,-5.230769,8.981420,7.004936
2.166949,-2.530462,6.781070,3.174825
2.200373,-3.793149,8.619434,1.514087
2.233118,-8.105560,-1.540873,3.518704
2.266658,-13.168879,-0.265467,4.942557
2.300407,-18.118319,2.839026,4.951087
2.333244,-14.936012,4.244323,5.306638
2.366933,-13.604639,13.669285,1.262837
2.400147,-8.663279,14.496960,3.520350
2.433283,-5.268629,11.154685,4.556328
2.467025,-6.977551,13.415640,5.825450
2.500205,-9.508313,4.701183,7.918506
2.533268,-17.624946,0.569092,7.492473
2.566933,-16.927460,6.379279,2.534353
2.600015,-12.466006,2.649428,-3.902838
2.633255,-10.303815,4.373315,-13.945376
2.667134,-13.411899,18.809370,-15.912582
2.699661,-5.954442,24.631678,-14.754046
2.733034,-0.886485,24.476947,-16.796523
2.766423,-5.476932,12.370683,-5.756166
2.799674,-8.871582,13.055300,0.823335
2.833043,-6.191627,5.676556,9.848302
2.866470,4.601072,8.321644,5.931996
2.899745,1.642930,5.831137,7.941701
2.933324,-1.638740,9.195110,4.142865
2.966514,-3.025032,4.952433,6.816087
2.999706,-10.969726,0.407478,-0.479157
3.033212,-14.585399,1.219291,2.755974
3.066583,-16.447705,3.004681,2.227884
3.099761,-14.706759,-0.837851,2.097994
3.133325,-12.918227,9.226386,2.462524
3.166712,-7.709156,11.061457,3.427721
3.199972,-7.816300,13.303557,6.368355
3.233396,-8.812772,11.621870,5.852087
3.267131,-13.942682,4.366581,8.405444
3.299886,-17.659215,1.973342,7.817497
3.333593,-14.348963,7.494717,1.547757
3.367235,-9.673070,3.117063,-7.643612
3.399890,-13.189080,6.490164,-15.251310
3.433435,-11.427035,25.326171,-16.130163
3.466879,-0.757193,27.621245,-15.695600
3.499842,1.607913,25.504695,-16.294620
3.533296,-5.928105,17.086232,-3.950723
3.566705,-4.658086,7.709605,5.898775
3.599888,-3.472165,6.650581,9.781711
3.633761,-0.994677,3.724164,8.281091
3.666730,-0.019603,5.072148,5.896980
3.700147,-3.022039,4.456367,5.864058
3.733800,-2.666338,-1.783594,3.983495
3.766657,-10.938151,-2.165483,-1.882508
3.799888,-14.606798,-0.510731,3.253836
3.833627,-14.514468,3.028624,3.910021
3.866834,-14.094420,6.720315,2.103830
3.899893,-12.701693,12.200389,1.486254
3.933656,-7.126147,16.279507,7.195880
3.966456,-7.616527,8.541769,9.553804
3.999890,-11.443196,15.236046,7.619520
4.033477,-15.741241,-1.317606,3.850313
4.066536,-18.432869,6.771194,-0.143358
4.099870,-13.110817,5.263990,-7.361535
4.133598,-9.611417,5.119435,-14.641964
4.166692,-11.297893,11.760888,-16.137795
4.200943,-8.321345,23.012541,-15.738847
4.233643,-2.343708,22.637237,-14.618320
4.266048,-7.344476,17.775637,-7.944394
4.299893,-9.344903,11.297294,3.269698
4.333505,-5.469749,8.035677,8.205671
4.366615,-2.251079,1.184125,7.548290
4.399780,-0.032024,5.603979,4.848431
4.433310,-0.089486,4.311363,6.464426
4.466730,-0.734148,4.033476,2.398028
4.499889,-3.784919,1.721792,-0.005986
4.533623,-12.474535,-0.766920,4.271408
4.566456,-15.100919,3.059899,3.496108
4.599889,-14.295391,5.916134,4.335455
4.633601,-14.542002,11.726171,3.271793
4.666538,-11.521609,16.333977,2.523579
4.699971,-9.332333,9.627129,7.411965
4.733449,-11.234594,15.462306,8.704431
4.766402,-13.354585,3.888173,0.257087
4.800096,-20.634865,0.048634,-1.121574
4.833519,-14.982401,6.178308,-7.727711
4.866465,-8.878017,1.507054,-14.096216
4.899763,-9.273523,7.102204,-14.881841
4.933301,-5.845802,22.050187,-17.537854
4.966590,-5.454036,20.989668,-14.410466
4.999768,-6.762514,17.228692,-11.571739
5.033617,-5.549808,12.355120,3.269848
5.066075,-7.088137,7.126596,5.432189
5.099732,-6.686346,5.623432,6.441530
5.133330,-3.171533,6.050364,5.416775
5.166782,-3.464534,5.302149,8.482959
5.199892,1.477724,1.159134,4.746375
5.233687,-2.433793,2.894992,4.544357
5.266467,-5.880519,-0.808371,1.013232
5.299760,-12.260546,-1.560626,-1.133096
5.333304,-19.487253,-0.132733,3.475457
5.366587,-14.827970,8.376264,0.027085
5.399900,-16.209474,10.488025,3.423531
5.433756,-8.737352,18.176231,3.976312
5.466067,-5.839966,14.383530,8.353069
5.499530,-9.798919,11.120416,7.431867
5.533607,-15.155239,-0.416456,2.548719
5.567422,-17.739124,4.453673,0.083351
5.599891,-8.849734,6.511114,-6.605838
5.633653,-11.642521,4.539718,-15.078323
5.667175,-10.571526,8.950294,-16.459976
5.699764,-13.446167,23.946313,-16.320808
5.733429,-1.871584,23.968610,-15.095532
5.766068,-3.520949,20.455742,-9.548118
5.799731,-9.824658,12.383253,3.058552
5.833321,-3.200114,7.418399,8.008591
5.867278,1.681987,6.313735,8.586063
5.899983,2.735473,6.731688,8.401554
5.933740,-0.322780,5.936934,6.480737
5.966631,-2.088267,5.484863,3.415750
5.999767,-3.691542,1.329727,0.884240
